ID,nome_receita,ingredientes,modo-de-preparo,ingredientes_cobertura,ingredientes_decoracao,video_receita,ingredientes_recheio,ingredientes_finalizacao,total-da-massa,total-da_cobertura,total-da_decoracao,total-da_finalizacao,total-do_recheio
2786,Broa de Milho Recheada com IREKS BROA DE MILHO | IREKS GOLDEN CREME,"IREKS BROA DE MILHO  (100%, 2.000); Óleo vegetal (36%, 720); Ovos (32%, 640); Leite integral (40%, 800)","Tempo de preparo do recheio: bater o milho, a água gelada e o leite de coco em um liquidificador até obter uma mistura homogênea, acrescentar o produto IREKS, o creme de leite e bater por mais 5 minutos até obter o ponto Tempo de preparo da massa: adicionar o produto IREKS e o óleo na batedeira na velocidade 1 por 1 minuto, adicionar o leite e os ovos aos poucos e misturar por 2 minutos na velocidade 1 ou até obter uma massa lisa (com batedor tipo raquete) Peso das peças: 50 g, fazer bolinhas, acondicionar em formas, borrifar as peças com água e peneirar o fubá Forno lastro: fornear sem vapor a 200°C por 32 minutos ou até obter o ponto Forno turbo: fornear sem vapor a 170°C por 30 minutos ou até obter o ponto Recheio: adicionar o milho e a água no liquidificador e triturar, colocar todos os ingredientes na batedeira, bater por 5 minutos na velocidade 3 Finalização: rechear as broas Total da massa crua: 6.315 g Total da massa assada: 5.816 g Rendimento: 83 broas de aprox. 70 g cada (com recheio) Quebra: 7,9%",,,,"IREKS GOLDEN CREME (100%, ); Milho (enlatado drenado) (137%, ); Leite condensado (77%, ); Creme de leite (40%, ); Água (gelada) (221%, ); Leite de coco (40%, )",,4.16,,,,2.155
2788,Bolo de Pipoca com IREKS GOLDEN CAKE FUBÁ,"IREKS GOLDEN CAKE FUBÁ (100%, 1.000); Ovos (40%, 400); Óleo vegetal (20%, 200); Água (temperatura ambiente) (40%, 400)","Pipoca: adicionar os ingredientes em uma panela (exceto o chocolate e o leite em pó), misturar bem até começar a estourar, após estourar adicionar as pipocas em um recipiente, verter o chocolate e envolver as pipocas e após misturar o leite em pó Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete), misturar a pipoca pronta na massa Peso das peças: 450 g ou no tamanho desejado Forno lastro: fornear sem vapor a 160°C por 40 minutos ou até obter o ponto Forno turbo: fornear sem vapor a 140°C por 35 minutos ou até obter o ponto Dica: adicionar erva-doce na massa Total da massa crua: 2.247 g Total da massa assada: 2.044 g Rendimento: 5 bolos de aprox. 409 g cada Quebra: 9%",,,,"Chocolate branco fracionado (derretido) (100%, ); Milho de pipoca (75%, ); Açúcar refinado (50%, ); Leite em pó (37%, ); Óleo (15%, ); Água (temperatura ambiente) (31%, )",,2,,,,247
2790,Árvore de Macarons com IREKS MON MACARON,"IREKS MON MACARON (100%, 1000); Água morna (aprox. 35°C) (20%, 200)","Tempo de preparo da massa: 1 minuto na velocidade 1 e 4 minutos na velocidade 3 (com batedor tipo leque) Formato: pingar com auxílio de uma manga de confeitar e bico perlê (liso) em formato de cacho de uva sobre uma assadeira forrada com folha antiaderente Descanso da massa: 10 minutos antes de fornear Tempo de forneamento: aquecer a 130°C após fornear os macarons por 8 minutos com o forno desligado, ligar e fornear com o respiro do forno aberto a 120ºC por 25 minutos ou até obter o ponto Recheio: cozinhar o creme de leite e o leite condensado em fogo médio, mexendo sempre até soltar da panela, adicionar a pasta de pistache e misturar Total dos ingredientes: 2.000 g Total dos ingredientes assados: 1.880 g Rendimento: 40 unidades de aprox. 47 g cada (com recheio) Quebra: 6%",,,,"Leite condensado (100%, ); Creme de leite (37,5%, ); Pasta de pistache (5,2%, )",,1.2,,,,800
2793,Dadinhos de Cenoura com IREKS GOLDEN CAKE CENOURA,"IREKS GOLDEN CAKE CENOURA (100%, 1.000); Ovos (45%, 450); Óleo vegetal (20%, 200); Água (temperatura ambiente) (22,5%, 225)","Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Peso das peças: adicionar em formas tipo tabuleiro (60 x 40 cm) Forno lastro: fornear sem vapor a 160°C por 40 minutos ou até obter o ponto Forno turbo: fornear sem vapor a 140°C por 40 minutos ou até obter o ponto Finalização: cortar em quadrados, banhar no chocolate e aplicar o granulado Total dos ingredientes: 5.615 g Total dos ingredientes após forneamento: 5.446 Rendimento: 170 dadinhos de aprox. 32 g cada Quebra: 3%",,,,"Chocolate ao leite fracionado (derretido) (100%, ); Granulado de chocolate (10%, )",,1.875,,,,3.74
2911,IREKS TOP SUGAR Açúcar gelado para cobrir e decorar pães e doces,"IREKS TOP SUGAR (100%, 1.000g)","Modo de aplicação Adicionar a quantidade desejada do produto em um recipiente; Rolar as peças até que fiquem bem cobertas pelo açúcar; Ou aplicar o açúcar direto sobre as peças com o auxílio de uma peneira fina. Aplicações: O IREKS TOP SUGAR é utilizado para cobertura e/ou decoração de donuts, sonhos, massas doces fritas, croissants, folhados, cakes, bolos confeitados, pães doces, tranças e roscas. Excelente durabilidade; Ótima cobertura; Não absorve umidade; Super fino; Permite congelamento.",,,,,,1,,,,
3049,Top Glaze com IREKS TOP GLAZE,"IREKS TOP GLAZE (11,4%, 1140g); Água (88,6%, 8860ml)","Ferver a água, acondicionar o IREKS TOP GLAZE no liquidificador e despejar a água quente sobre o produto. Bater em velocidade rápida até dissolver bem. Em seguida, pulverizar os pães. Dica de uso: Pulverizar sobre os pães com uma pistola de ar comprimido. Aplicação de uso: Pode ser aplicado com spray; Maior rendimento e melhor acabamento quando aplicado com pistola de ar comprimido; Ideal aplicar minutos antes do forneamento; Depois de pronto, pode ser armazenado sob refrigeração por até 4 dias, em recipiente fechado. Apelos: Não contém ovos; Livre de odor; Baixa nebulização Substitui a quebra de ovos; Evita desperdício, prepare somente a quantidade que deseja utilizar.",,,,,,10000,,,,
3365,Batard Duo com IREKS LIEVITO MADRE DUO,"Farinha de trigo especial (100%, 10000g); IREKS LIEVITO MADRE DUO (5%, 500g); Sal (2%, 200g); Água (gelada) (70%, 7000ml)","Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Descanso da massa: 30 minutos Peso das peças sugerido: 500 g ou no tamanho desejado Descanso das peças: 20 minutos Modelagem: modelar as peças em formato de filão, alongar e colocar em cestos de pão ( banneton ) polvilhado com farinha de trigo ou semolina Fermentação: fermentar por 45 minutos ou 18 horas sob refrigeração a 5º Finalização: fazer um corte central com auxílio de um cortador de pestana Temperatura do forno: 230°C / 200°C Tempo de forneamento: fornear com vapor a 230°C, regular a temperatura para 200°C e assar por 35 minutos ou até obter o ponto Rendimento: 35 pães de aprox. 415 g cada",,,,,,17700,,,,
3477,Baguette Maltada com IREKS MASSA MADRE TRIGO S40 | IREKS MALTE AROMA | IREKS IDEAL FLEX,"Farinha de trigo especial (100%, 5000g); IREKS MASSA MADRE TRIGO S40 (2%, 100g); IREKS MALTE AROMA (3%, 150g); IREKS IDEAL FLEX (0,8%, 40g); Sal (2%, 100g); Fermento Fresco (0,9%, 45g); Água (gelada) (65%, 3250ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 2 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Descanso da massa: 24 horas, em recipiente fechado Peso das peças: 300 g ou no tamanho desejado Descanso das peças: 60 minutos, cobertas com plástico Formato: baguette Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 230°C / 200°C Tempo de forneamento: 10 minutos com vapor (230°C) e 15 minutos ou até obter o ponto (200°C) Cortes: fazer 5 cortes com auxílio de um cortador de pestana Rendimento: 29 baguetes de aprox. 224 g cada Quebra: 25%",,,,,,8685,,,,
3481,Baguette Malte Caramel com IREKS MASSA MADRE DE TRIGO S40 | IREKS MALTE CARAMEL | IREKS IDEAL FLEX,"Farinha de trigo especial (100%, 5000g); IREKS MASSA MADRE TRIGO S40 (2%, 100g); IREKS MALTE CARAMEL (3%, 150g); IREKS IDEAL FLEX (0,8%, 40g); Sal (2%, 100g); Fermento Fresco (0,9%, 45g); Água (gelada) (65%, 3250ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 2 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Descanso da massa: 24 horas sob refrigeração, em recipiente fechado Peso das peças: 300 g ou no tamanho desejado Descanso das peças: 60 minutos, cobertas com plástico Formato: baguette Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 230°C / 200°C Tempo de forneamento: 10 minutos com vapor (230°C) e 15 minutos ou até obter o ponto (200°C) Cortes: fazer 5 cortes com auxílio de um cortador de pestana Rendimento: 29 baguetes de aprox. 224 g cada Quebra: 25%",,,,,,8685,,,,
3485,Baguette Maltada Dark com IREKS MASSA MADRE DE TRIGO S40 | IREKS MALTE DARK | IREKS IDEAL FLEX,"Farinha de trigo especial (100%, 5000g); IREKS MASSA MADRE TRIGO S40 (2%, 100g); IREKS MALTE DARK (3%, 150g); IREKS IDEAL FLEX (0,8%, 40g); Sal (2%, 100g); Fermento Fresco (0,9%, 45g); Água (gelada) (65%, 3250ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 2 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Descanso da massa: 24 horas sob refrigeração, em recipiente fechado Peso das peças: 300 g ou no tamanho desejado Descanso das peças: 60 minutos, cobertas com plástico Formato: baguette Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 230°C / 200°C Tempo de forneamento: 10 minutos com vapor (230°C) e 15 minutos ou até obter o ponto (200°C) Cortes: fazer 5 cortes com auxílio de um cortador de pestana Rendimento: 29 baguetes de aprox. 224 g cada Quebra: 25%",,,,,,8685,,,,
3489,Baguette Neutra com IREKS MASSA MADRE S40 | IREKS IDEAL FLEX,"Farinha de trigo especial (100%, 5000g); IREKS MASSA MADRE TRIGO S40 (2%, 100g); IREKS IDEAL FLEX (0,8%, 40g); Sal (2%, 100g); Fermento Fresco (0,9%, 45g); Água (gelada) (65%, 3250ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 2 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Descanso da massa: 24 horas sob refrigeração, em recipiente fechado Peso das peças: 300 g ou no tamanho desejado Descanso das peças: 60 minutos, cobertas com plástico Formato: baguette Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 230°C / 200°C Tempo de forneamento: 10 minutos com vapor (230°C) e 15 minutos ou até obter o ponto (200°C) Cortes: fazer 5 cortes com auxílio de um cortador de pestana Rendimento: 28 baguetes de aprox. 228 g cada Quebra: 25%",,,,,,8535,,,,
3501,Panettone Frutas com IREKS GRAN PANETTONE MILANO C50,"Farinha de trigo especial (25%, 2500g); Fermento Fresco (4%, 400g); Água (gelada) (15%, 1500ml)","Tempo de preparo da esponja: 3 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2, descansar por 40 minutos, coberta com plástico Tempo de preparo da massa + esponja: 4 minutos na velocidade 1 ou até obter uma massa homogênea e até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as frutas cristalizadas e as uvas-passas) Peso das peças sugerido: 735 g Descanso das peças: 20 minutos, cobertas com plástico Formato: utilizar forma de panetone milano Fermentação: 120 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: fornear sem vapor a 170°C por 35 minutos Total da massa crua: 19.900 g Total da massa assada: 18.109 g Rendimento: 27 panetones de aprox. 670 g cada Quebra: 9%",,,,"Farinha de trigo especial (25%, gg); IREKS GRAN PANETTONE MILANO C50 (50%, gg); Frutas Cristalizadas (33%, gg); Uvas-passas (17%, gg); Água (gelada) (30%, mlml)",,4400,,,,15500
3502,Panettone Gotas de Chocolate com IREKS GRAN PANETTONE MILANO C50,"Farinha de trigo especial (25%, 2500g); Fermento Fresco (5%, 500g); Água (gelada) (15%, 1500ml)","Tempo de preparo da esponja: 3 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2, descansar por 40 minutos, coberta com plástico Tempo de preparo da massa + esponja: 4 minutos na velocidade 1 ou até obter uma massa homogênea e até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as frutas cristalizadas e as uvas-passas) Peso das peças sugerido: 675 g Descanso das peças: 20 minutos, cobertas com plástic o Formato: utilizar forma de panetone milano Fermentação: 120 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: fornear sem vapor a 170°C por 35 minutos Rendimento: 28 panetones de aprox. 614 g cada Quebra: 9%",,,,"Farinha de trigo especial (25%, gg); IREKS GRAN PANETTONE MILANO C50 (50%, gg); Gotas de Chocolate (congeladas) (40%, gg); Água (gelada) (30%, mlml)",,4400,,,,14500
3506,Baguette Lievito com IREKS LIEVITO MADRE PURO,"Farinha de trigo especial (45%, 4500g); IREKS LIEVITO MADRE PURO (5%, 500g); Fermento fresco (0,5%, 50g); Água (gelada) (28%, 2800ml)","Tempo de preparo do pré-fermento: 6 minutos na velocidade 1 até todos os ingredientes ficarem homogêneos, colocar em um recipiente untado com óleo, fermentar em temperatura ambiente por 2 horas e por 18 horas sob refrigeração (5°C) Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa com o pré-fermento: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 300 g ou no tamanho desejado Descanso das peças: 60 minutos Modelagem: modelar as peças em formato de baguete, alongar e colocar para fermentar em tabuleiro forrado com tecido couché (pano de padeiro) polvilhado com farinha de trigo ou semolina Fermentação: fermentar no mínimo por 18 horas sob refrigeração a 5°C Finalização: fazer quatro cortes transversais, com auxílio de um cortador de pestana Temperatura do forno 240°C / 230°C Tempo de forneamento: fornear com vapor a 240°C e regular o forno para 230°C por 25 minutos ou até obter o ponto Rendimento: 58 baguetes de aprox. 236 g cada Quebra: 22%",,,,"Farinha de trigo especial (50%, gg); IREKS IDEAL FLEX (0,3%, gg); Sal (2%, gg); Fermento fresco (0,8%, gg); Água (gelada) (44%, mlml)",,7850,,,,9710
3509,Pão Italiano com IREKS MASSA MADRE DE TRIGO S200 | IREKS IDEAL FLEX,"Farinha de trigo especial (100%, 5000g); IREKS MASSA MADRE DE TRIGO S200 (5%, 250g); IREKS IDEAL FLEX (0,8%, 40g); Sal (1,8%, 90g); Fermento fresco  (1%, 45g); Água (gelada) (60%, 3000ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 2 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 500 g ou no tamanho desejado Descanso da massa: 20 minutos Formato: bola ou filão Descanso das peças: 60 minutos cobertas com plásticos Fermentação: 120 minutos ou até obter o ponto, também é possível deixar sob refrigeração para assar no dia seguinte Temperatura do forno: 230 / 200°C Tempo de forneamento: 15 minutos com vapor (230°C) e 25 minutos ou até obter o ponto (200°C) Cortes: corte italiano Rendimento: 17 pães de aprox. 421 g cada Quebra: 15%",,,,,,8425,,,,
3512,Pane Batard com IREKS PANE LIEVITO MADRE C50,"Farinha de trigo especial (50%, 5000g); IREKS PANE LIEVITO MADRE C50 (50%, 5000g); Fermento fresco (1,5%, 150g); Água (gelada) (60%, 6000ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 500 g ou no tamanho desejado Descanso das peças: 60 minutos Modelagem: modelar as peças em formato de filão, alongar e colocar em cestos de pão (banneton) polvilhado com farinha de trigo Fermentação: fermentar no mínimo por 18 horas sob refrigeração a 5ºC Finalização: fazer um corte central, com auxílio de um cortador de pestana Temperatura de forno: 230ºC Tempo de forneamento: fornear com vapor a 230ºC por 35 minutos ou até obter o ponto Rendimento: 32 pães de aprox. 410 g cada Quebra: 18,76%",,,,,,16150,,,,
3517,Panettone Roll com Nozes e Damasco com IREKS PANETTONE LIEVITO MADRE C50,"Farinha de trigo especial (50%, 2000g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 2000g); Manteiga Derretida  (3,75%, 150g); Fermento fresco (3%, 120g); Água (gelada) (42,5%, 1700ml)","Modo de preparo do recheio: misturar todos os ingredientes e reservar Tempo de preparo da massa: 4 minutos na velocidade 1 ou até obter uma massa homogênea e até obter o ponto de véu na velocidade 2 (exceto a manteiga derretida) Montagem: abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com manteiga derretida pincelada, dobrar a massa de modo que toda manteiga fique envolvida na massa, a parte sem manteiga sobre a parte com manteiga e sobre elas a terceira parte com manteiga, abrir a massa (2ª vez) novamente a uma espessura de 1 cm. Dobrar a massa em 3 camadas sobrepostas, abrir a massa (3ª vez) novamente a uma espessura de 1 cm e acrescentar o recheio em 2/3 da massa. Novamente dobrar a massa em 3 camadas sobrepostas Formato: cortar a massa em retângulos (8 x 20 cm), acondicionar em formas de panetone de 400 g Fermentação: fermentar até a massa atingir a borda da forma ou até obter o tamanho desejado Forno lastro: fornear sem vapor a 180°C por 38 minutos ou até o centro do panetone atingir 94ºC Forno turbo: fornear sem vapor a 160°C por 38 minutos ou até o centro do panetone atingir 94°C Finalização: polvilhar açúcar confeiteiro Rendimento: 17 panetones de aprox. 418 g cada",,,,"Damasco (picado) (15%, gg); Nozes (picadas) (15%, gg); Gotas de Chocolate (congeladas) (15%, gg)",,5970,,,,1800
3519,Rosca Natalina com IREKS PANETTONE LIEVITO MADRE C50,"Farinha de trigo especial (50%, 2000g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 2000g); Manteiga (derretida)  (3,75%, 150g); Fermento fresco (3%, 120g); Água (gelada) (42,50%, 1700ml)","Modo de preparo do recheio: misturar todos os ingredientes e reservar Tempo de preparo da massa: 4 minutos na velocidade 1 ou até obter uma massa homogênea e até obter o ponto de véu na velocidade 2 (exceto a manteiga derretida) Peso das peças sugerido: 450 g ou no tamanho desejado Montagem: abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com manteiga derretida pincelada, dobrar a massa de modo que toda manteiga fique envolvida na massa, a parte sem manteiga sobre a parte com manteiga e sobre elas a terceira parte com manteiga, abrir a massa (2ª vez) novamente a uma espessura de 1 cm e acrescentar o recheio em toda massa. Abrir a massa com auxílio de uma bilha, enrolar, cortar ao meio e trançar Fermentação: 90 minutos ou até obter o ponto Forno lastro: fornear sem vapor a 180°C por 38 minutos ou até o centro do panetone atingir 94°C Forno turbo: fornear sem vapor a 160°C por 38 minutos ou até o centro do panetone atingir 94°C Dica: pulverizar IREKS TOP GLAZE Rendimento: 13 roscas de aprox. 547 g cada",,,,"Cereja (15%, gg); Nozes (picadas) (15%, gg); Gotas de Chocolate (congeladas) (15%, gg)",,5970,,,,1800
